,hanzi,pinyin,translation,ipa,valid_ipa,dolgo,custom_alphabet_5,custom_alphabet_10,custom_alphabet_15,custom_alphabet_20
264,新,xīn,new,ɕin,True,KVN,BAC,BHC,OLK,MSA
265,姓,xìng,family name,ɕiŋ,True,KVN,BAE,BHE,OLN,MSP
266,休息,xiū xi,rest,ɕjoʊɕi,True,KRVVKV,BADDBA,BHAHBH,OLIBOL,MCBOMS
267,雪,xuě,snow,ɕɥœ,True,KRV,BDA,BFA,ODM,MQL
268,颜色,yán sè,color,jɛnsɤ,True,RVNTV,AACBA,HACID,LMKGI,CLAFB
269,眼睛,yǎn jing,eye,jɛntɕiŋ,True,RVNTKVN,AACBBAE,HACCBHE,LMKGOLN,CLARMSP
270,羊肉,yáng ròu,mutton,jɑŋʐoʊ,True,RVNTVV,AAEBDD,HDEIAH,LFNAIB,CGPHBO
271,药,yào,medicine,jɑʊ,True,RVV,AAD,HDH,LFB,CGO
272,要,yào,important,jɑʊ,True,RVV,AAD,HDH,LFB,CGO
273,也,yě,also,jɛ,True,RV,AA,HA,LM,CL
274,已经,yǐ jīng,already,itɕiŋ,True,VTKVN,ABBAE,HCBHE,LGOLN,SRMSP
275,一起,yī qǐ,in the same place,itɕʰi,True,VTKV,ABBFA,HCBKH,LGOPL,SRMUS
276,意思,yì si,idea,isɯ,True,VTV,ABA,HIH,LGB,SFO
277,阴,yīn,overcast (weather),in,True,VN,AC,HC,LK,SA
278,因为,yīn wèi,because,inweɪ,True,VNRVV,ACDAA,HCFDH,LKDMB,SAQLL
279,游泳,yóu yǒng,swimming,yoʊyʊŋ,True,VVVVVN,DDDDDE,FAHFHE,DIBDBN,KBOKOP
280,右边,yòu bian,right side,yoʊpjɛn,True,VVVPRVN,DDDCAAC,FAHGHAC,DIBCLMK,KBOICLA
281,鱼,yú,fish,y,True,V,D,F,D,K
282,元,yuán,Chinese monetary unit,ɥœn,True,RVN,DAC,FAC,DMK,QLA
283,远,yuǎn,far,ɥœn,True,RVN,DAC,FAC,DMK,QLA
284,运动,yùn dòng,to move,yntʊŋ,True,VNTVN,DCBDE,FCCHE,DKGBN,KAROP
285,再,zài,again,tsaɪ,True,TTVV,BBAA,CIDH,GGFB,RFGL
286,早上,zǎo shang,early morning,tsɑʊʂɑŋ,True,TTVVTVN,BBADBAE,CIDHIDE,GGFBOFN,RFGOFGP
287,张,zhāng,to open up,ʈʂɑŋ,True,TTVN,BBAE,IIDE,GOFN,RFGP
288,长,zhǎng,chief,ʈʂɑŋ,True,TTVN,BBAE,IIDE,GOFN,RFGP
289,丈夫,zhàng fu,husband,ʈʂɑŋfu,True,TTVNPV,BBAECD,IIDEGF,GOFNCD,RFGPNK
290,找,zhǎo,to try to find,ʈʂɑʊ,True,TTVV,BBAD,IIDH,GOFB,RFGO
291,着,zhe,aspect particle indicating action in progress,ʈʂɤ,True,TTV,BBA,IID,GOI,RFB
292,真,zhēn,really,ʈʂən,True,TTVN,BBAC,IIAC,GOBK,RFLA
293,正在,zhèng zài,in the process of (doing something or happening),ʈʂɤŋtsaɪ,True,TTVNTTVV,BBAEBBAA,IIDECIDH,GOINGGFB,RFBPRFGL
294,知道,zhī dào,to know,ʈʂɨtɑʊ,True,TTVTVV,BBABAD,IIHCDH,GOLGFB,RFSRGO
295,准备,zhǔn bèi,preparation,ʈʂwənpeɪ,True,TTRVNPVV,BBDACCAA,IIFACGDH,GODBKCMB,RFQLAILL
296,自行车,zì xíng chē,bicycle,tsɯɕiŋʈʂʰɤ,True,TTVKVNTTV,BBABAEBBFA,CIHBHEIIKD,GGBOLNGOPI,RFOMSPRFUB
297,走,zǒu,to walk,tsoʊ,True,TTVV,BBDD,CIAH,GGIB,RFBO
298,最,zuì,most,tsweɪ,True,TTRVV,BBDAA,CIFDH,GGDMB,RFQLL
299,左边,zuǒ bian,left,tswɔpjɛn,True,TTRVPRVN,BBDACAAC,CIFAGHAC,GGDICLMK,RFQBICLA
300,阿姨,ā yí,maternal aunt,ai,True,VV,AA,DH,FL,GS
301,啊,a,modal particle ending sentence,a,True,V,A,D,F,G
302,矮,ǎi,low,aɪ,True,VV,AA,DH,FB,GL
303,爱好,ài hào,to like,aɪxɑʊ,True,VVKVV,AAEAD,DHEDH,FBEFB,GLEGO
304,安静,ān jìng,quiet,antɕiŋ,True,VNTKVN,ACBBAE,DCCBHE,FKGOLN,GARMSP
305,把,bǎ,to hold,pa,True,PV,CA,GD,CF,IG
306,搬,bān,to move,pan,True,PVN,CAC,GDC,CFK,IGA
307,班,bān,team,pan,True,PVN,CAC,GDC,CFK,IGA
308,半,bàn,half,pan,True,PVN,CAC,GDC,CFK,IGA
309,办法,bàn fǎ,means,panfa,True,PVNPV,CACCA,GDCGD,CFKCF,IGANG
310,办公室,bàn gōng shì,office,pankʊŋʂɨ,True,PVNKVNTV,CACEDEBA,GDCEHEIH,CFKEBNOL,IGAEOPFS
311,帮忙,bāng máng,to help,pɑŋmɑŋ,True,PVNMVN,CAECAE,GDEGDE,CFNKFN,IGPIGP
312,包,bāo,to cover,pɑʊ,True,PVV,CAD,GDH,CFB,IGO
313,饱,bǎo,to eat till full,pɑʊ,True,PVV,CAD,GDH,CFB,IGO
314,北方,běi fāng,north,peɪfɑŋ,True,PVVPVN,CAACAE,GDHGDE,CMBCFN,ILLNGP
315,被,bèi,quilt,peɪ,True,PVV,CAA,GDH,CMB,ILL
316,鼻子,bí zi,nose,pitsɯ,True,PVTTV,CABBA,GHCIH,CLGGB,ISRFO
317,比较,bǐ jiào,to compare,pitɕjɑʊ,True,PVTKRVV,CABBAAD,GHCBHDH,CLGOLFB,ISRMCGO
318,比赛,bǐ sài,competition (sports etc),pisaɪ,True,PVTVV,CABAA,GHIDH,CLGFB,ISFGL
319,必须,bì xū,to have to,piɕy,True,PVKV,CABD,GHBF,CLOD,ISMK
320,变化,biàn huà,change,pjɛnxwa,True,PRVNKRV,CAACEDA,GHACEFD,CLMKEDF,ICLAEQG
321,表示,biǎo shì,to express,pjɑʊʂɨ,True,PRVVTV,CAADBA,GHDHIH,CLFBOL,ICGOFS
322,表演,biǎo yǎn,play,pjɑʊjɛn,True,PRVVRVN,CAADAAC,GHDHHAC,CLFBLMK,ICGOCLA
323,别人,bié ren,other people,pjɛʐən,True,PRVTVN,CAABAC,GHAIAC,CLMABK,ICLHLA
324,宾馆,bīn guǎn,guesthouse,pinkwan,True,PVNKRVN,CACEDAC,GHCEFDC,CLKEDFK,ISAEQGA
325,冰箱,bīng xiāng,icebox,piŋɕjɑŋ,True,PVNKRVN,CAEBAAE,GHEBHDE,CLNOLFN,ISPMCGP
326,才,cái,a moment ago,tsʰaɪ,True,TTVV,BBFAA,CIKDH,GGPFB,RFUGL
327,菜单,cài dān,menu,tsʰaɪtan,True,TTVVTVN,BBFAABAC,CIKDHCDC,GGPFBGFK,RFUGLRGA
328,参加,cān jiā,to participate,tsʰantɕja,True,TTVNTKRV,BBFACBBAA,CIKDCCBHD,GGPFKGOLF,RFUGARMCG
329,草,cǎo,grass,tsʰɑʊ,True,TTVV,BBFAD,CIKDH,GGPFB,RFUGO
330,层,céng,layer,tsʰɤŋ,True,TTVN,BBFAE,CIKDE,GGPIN,RFUBP
331,差,chà,to differ from,ʈʂʰa,True,TTV,BBFA,IIKD,GOPF,RFUG
332,超市,chāo shì,supermarket (abbr.),ʈʂʰɑʊʂɨ,True,TTVVTV,BBFADBA,IIKDHIH,GOPFBOL,RFUGOFS
333,衬衫,chèn shān,shirt,ʈʂʰənʂan,True,TTVNTVN,BBFACBAC,IIKACIDC,GOPBKOFK,RFULAFGA
334,成绩,chéng jì,achievement,ʈʂʰɤŋtɕi,True,TTVNTKV,BBFAEBBA,IIKDECBH,GOPINGOL,RFUBPRMS
335,城市,chéng shì,city,ʈʂʰɤŋʂɨ,True,TTVNTV,BBFAEBA,IIKDEIH,GOPINOL,RFUBPFS
336,迟到,chí dào,to arrive late,ʈʂʰɨtɑʊ,True,TTVTVV,BBFABAD,IIKHCDH,GOPLGFB,RFUSRGO
337,出现,chū xiàn,to appear,ʈʂʰuɕjɛn,True,TTVKRVN,BBFDBAAC,IIKFBHAC,GOPDOLMK,RFUKMCLA
338,除了,chú le,besides,ʈʂʰulɤ,True,TTVRV,BBFDBA,IIKFCD,GOPDJI,RFUKJB
339,厨房,chú fáng,kitchen,ʈʂʰufɑŋ,True,TTVPVN,BBFDCAE,IIKFGDE,GOPDCFN,RFUKNGP
340,春,chūn,spring (time),ʈʂʰwən,True,TTRVN,BBFDAC,IIKFAC,GOPDBK,RFUQLA
341,词语,cí yǔ,word (general term including monosyllables through to short phrases),tsʰɯy,True,TTVV,BBFAD,CIKHF,GGPBD,RFUOK
342,聪明,cōng ming,acute (of sight and hearing),tsʰʊŋmiŋ,True,TTVNMVN,BBFDECAE,CIKHEGHE,GGPBNKLN,RFUOPISP
343,打扫,dǎ sǎo,to clean,tasɑʊ,True,TVTVV,BABAD,CDIDH,GFGFB,RGFGO
344,打算,dǎ suàn,to plan,taswan,True,TVTRVN,BABDAC,CDIFDC,GFGDFK,RGFQGA
345,带,dài,band,taɪ,True,TVV,BAA,CDH,GFB,RGL
346,担心,dān xīn,anxious,tanɕin,True,TVNKVN,BACBAC,CDCBHC,GFKOLK,RGAMSA
347,蛋糕,dàn gāo,cake,tankɑʊ,True,TVNKVV,BACEAD,CDCEDH,GFKEFB,RGAEGO
348,当然,dāng rán,only natural,tɑŋʐan,True,TVNTVN,BAEBAC,CDEIDC,GFNAFK,RGPHGA
349,地,de,-ly,tɤ,True,TV,BA,CD,GI,RB
350,灯,dēng,lamp,tɤŋ,True,TVN,BAE,CDE,GIN,RBP
351,低,dī,low,ti,True,TV,BA,CH,GL,RS
352,地方,dì fang,area,tifɑŋ,True,TVPVN,BACAE,CHGDE,GLCFN,RSNGP
353,地铁,dì tiě,subway,titʰjɛ,True,TVTRV,BABFAA,CHCKHA,GLGPLM,RSRUCL
354,地图,dì tú,map,titʰu,True,TVTV,BABFD,CHCKF,GLGPD,RSRUK
355,电梯,diàn tī,elevator,tjɛntʰi,True,TRVNTV,BAACBFA,CHACCKH,GLMKGPL,RCLARUS
356,电子,diàn zǐ,electronic,tjɛntsɯ,True,TRVNTTV,BAACBBA,CHACCIH,GLMKGGB,RCLARFO
357,冬,dōng,sound of beating a drum,tʊŋ,True,TVN,BDE,CHE,GBN,ROP
358,东,dōng,east,tʊŋ,True,TVN,BDE,CHE,GBN,ROP
359,动物,dòng wù,animal,tʊŋu,True,TVNV,BDED,CHEF,GBND,ROPK
360,短,duǎn,short or brief,twan,True,TRVN,BDAC,CFDC,GDFK,RQGA
361,段,duàn,paragraph,twan,True,TRVN,BDAC,CFDC,GDFK,RQGA
362,锻炼,duàn liàn,to engage in physical exercise,twanljɛn,True,TRVNRRVN,BDACBAAC,CFDCCHAC,GDFKJLMK,RQGAJCLA
363,多么,duō me,how (wonderful etc),twɔmɤ,True,TRVMV,BDACA,CFAGD,GDIKI,RQBIB
364,饿,è,to be hungry,ɤ,True,V,A,D,I,B
365,而且,ér qiě,(not only ...) but also,ɑɻtɕʰjɛ,True,VRTKRV,AABBFAA,DICBKHA,FJGOPLM,GCRMUCL
366,耳朵,ěr duo,ear,ɑɻtwɔ,True,VRTRV,AABDA,DICFA,FJGDI,GCRQB
367,发烧,fā shāo,to have a high temperature (from illness),faʂɑʊ,True,PVTVV,CABAD,GDIDH,CFOFB,NGFGO
368,发现,fā xiàn,to find,faɕjɛn,True,PVKRVN,CABAAC,GDBHAC,CFOLMK,NGMCLA
369,方便,fāng biàn,convenient,fɑŋpjɛn,True,PVNPRVN,CAECAAC,GDEGHAC,CFNCLMK,NGPICLA
370,放,fàng,to release,fɑŋ,True,PVN,CAE,GDE,CFN,NGP
371,放心,fàng xīn,to feel relieved,fɑŋɕin,True,PVNKVN,CAEBAC,GDEBHC,CFNOLK,NGPMSA
372,分,fēn,to divide,fən,True,PVN,CAC,GAC,CBK,NLA
373,附近,fù jìn,(in the) vicinity,futɕin,True,PVTKVN,CDBBAC,GFCBHC,CDGOLK,NKRMSA
374,复习,fù xí,variant of 復習|复习,fuɕi,True,PVKV,CDBA,GFBH,CDOL,NKMS
375,干净,gān jìng,clean,kantɕiŋ,True,KVNTKVN,EACBBAE,EDCCBHE,EFKGOLN,EGARMSP
376,敢,gǎn,to dare,kan,True,KVN,EAC,EDC,EFK,EGA
377,感冒,gǎn mào,to catch cold,kanmɑʊ,True,KVNMVV,EACCAD,EDCGDH,EFKKFB,EGAIGO
378,刚才,gāng cái,(just) a moment ago,kɑŋtsʰaɪ,True,KVNTTVV,EAEBBFAA,EDECIKDH,EFNGGPFB,EGPRFUGL
379,根据,gēn jù,according to,kəntɕy,True,KVNTKV,EACBBD,EACCBF,EBKGOD,ELARMK
380,跟,gēn,heel,kən,True,KVN,EAC,EAC,EBK,ELA
381,更,gèng,more,kɤŋ,True,KVN,EAE,EDE,EIN,EBP
382,公园,gōng yuán,public park,kʊŋɥœn,True,KVNRVN,EDEDAC,EHEFAC,EBNDMK,EOPQLA
383,故事,gù shi,narrative,kuʂɨ,True,KVTV,EDBA,EFIH,EDOL,EKFS
384,刮,guā,to blow (of the wind),kwa,True,KRV,EDA,EFD,EDF,EQG
385,关,guān,mountain pass,kwan,True,KRVN,EDAC,EFDC,EDFK,EQGA
386,关系,guān xì,variant of 關係|关系[guān xì],kwanɕi,True,KRVNKV,EDACBA,EFDCBH,EDFKOL,EQGAMS
387,关心,guān xīn,to care for sth,kwanɕin,True,KRVNKVN,EDACBAC,EFDCBHC,EDFKOLK,EQGAMSA
388,关于,guān yú,pertaining to,kwany,True,KRVNV,EDACD,EFDCF,EDFKD,EQGAK
389,国家,guó jiā,country,kwɔtɕja,True,KRVTKRV,EDABBAA,EFACBHD,EDIGOLF,EQBRMCG
390,果汁,guǒ zhī,fruit juice,kwɔʈʂɨ,True,KRVTTV,EDABBA,EFAIIH,EDIGOL,EQBRFS
391,过去,guò qu,(in the) past,kwɔtɕʰy,True,KRVTKV,EDABBFD,EFACBKF,EDIGOPD,EQBRMUK
392,还是,hái shi,or,xaɪʂɨ,True,KVVTV,EAABA,EDHIH,EFBOL,EGLFS
393,害怕,hài pà,to be afraid,xaɪpʰa,True,KVVPV,EAACFA,EDHGKD,EFBCPF,EGLIUG
394,河,hé,river,xɤ,True,KV,EA,ED,EI,EB
395,黑板,hēi bǎn,blackboard,xeɪpan,True,KVVPVN,EAACAC,EDHGDC,EMBCFK,ELLIGA
396,护照,hù zhào,passport,xuʈʂɑʊ,True,KVTTVV,EDBBAD,EFIIDH,EDGOFB,EKRFGO
397,花,huā,flower,xwa,True,KRV,EDA,EFD,EDF,EQG
398,花园,huā yuán,garden,xwaɥœn,True,KRVRVN,EDADAC,EFDFAC,EDFDMK,EQGQLA
399,画,huà,to draw,xwa,True,KRV,EDA,EFD,EDF,EQG
400,坏,huài,bad,xwaɪ,True,KRVV,EDAA,EFDH,EDFB,EQGL
401,环境,huán jìng,environment,xwantɕiŋ,True,KRVNTKVN,EDACBBAE,EFDCCBHE,EDFKGOLN,EQGARMSP
402,换,huàn,to change,xwan,True,KRVN,EDAC,EFDC,EDFK,EQGA
403,黄,huáng,yellow,xwɑŋ,True,KRVN,EDAE,EFDE,EDFN,EQGP
404,会议,huì yì,meeting,xweɪi,True,KRVVV,EDAAA,EFDHH,EDMBL,EQLLS
405,或者,huò zhě,or,xwɔʈʂɤ,True,KRVTTV,EDABBA,EFAIID,EDIGOI,EQBRFB
406,机会,jī huì,opportunity,tɕixweɪ,True,TKVKRVV,BBAEDAA,CBHEFDH,GOLEDMB,RMSEQLL
407,几乎,jī hū,almost,tɕixu,True,TKVKV,BBAED,CBHEF,GOLED,RMSEK
408,极,jí,extremely,tɕi,True,TKV,BBA,CBH,GOL,RMS
409,记得,jì de,to remember,tɕitɤ,True,TKVTV,BBABA,CBHCD,GOLGI,RMSRB
410,季节,jì jié,time,tɕitɕjɛ,True,TKVTKRV,BBABBAA,CBHCBHA,GOLGOLM,RMSRMCL
411,检查,jiǎn chá,inspection,tɕjɛnʈʂʰa,True,TKRVNTTV,BBAACBBFA,CBHACIIKD,GOLMKGOPF,RMCLARFUG
412,简单,jiǎn dān,simple,tɕjɛntan,True,TKRVNTVN,BBAACBAC,CBHACCDC,GOLMKGFK,RMCLARGA
413,见面,jiàn miàn,to meet,tɕjɛnmjɛn,True,TKRVNMRVN,BBAACCAAC,CBHACGHAC,GOLMKKLMK,RMCLAICLA
414,健康,jiàn kāng,health,tɕjɛnkʰɑŋ,True,TKRVNKVN,BBAACEFAE,CBHACEKDE,GOLMKEPFN,RMCLAEUGP
415,讲,jiǎng,to speak,tɕjɑŋ,True,TKRVN,BBAAE,CBHDE,GOLFN,RMCGP
416,教,jiāo,to teach,tɕjɑʊ,True,TKRVV,BBAAD,CBHDH,GOLFB,RMCGO
417,脚,jiǎo,foot,tɕjɑʊ,True,TKRVV,BBAAD,CBHDH,GOLFB,RMCGO
418,角,jiǎo,angle,tɕjɑʊ,True,TKRVV,BBAAD,CBHDH,GOLFB,RMCGO
419,接,jiē,to receive,tɕjɛ,True,TKRV,BBAA,CBHA,GOLM,RMCL
420,街道,jiē dào,street,tɕjɛtɑʊ,True,TKRVTVV,BBAABAD,CBHACDH,GOLMGFB,RMCLRGO
421,节目,jié mù,program,tɕjɛmu,True,TKRVMV,BBAACD,CBHAGF,GOLMKD,RMCLIK
422,节日,jié rì,holiday,tɕjɛʐɨ,True,TKRVTV,BBAABA,CBHAIH,GOLMAL,RMCLHS
423,结婚,jié hūn,to marry,tɕjɛxwən,True,TKRVKRVN,BBAAEDAC,CBHAEFAC,GOLMEDBK,RMCLEQLA
424,结束,jié shù,termination,tɕjɛʂu,True,TKRVTV,BBAABD,CBHAIF,GOLMOD,RMCLFK
425,解决,jiě jué,to settle (a dispute),tɕjɛtɕɥœ,True,TKRVTKRV,BBAABBDA,CBHACBFA,GOLMGODM,RMCLRMQL
426,借,jiè,to lend,tɕjɛ,True,TKRV,BBAA,CBHA,GOLM,RMCL
427,经常,jīng cháng,day to day,tɕiŋʈʂʰɑŋ,True,TKVNTTVN,BBAEBBFAE,CBHEIIKDE,GOLNGOPFN,RMSPRFUGP
428,经过,jīng guò,to pass,tɕiŋkwɔ,True,TKVNKRV,BBAEEDA,CBHEEFA,GOLNEDI,RMSPEQB
429,经理,jīng lǐ,manager,tɕiŋli,True,TKVNRV,BBAEBA,CBHECH,GOLNJL,RMSPJS
430,久,jiǔ,(long) time,tɕjoʊ,True,TKRVV,BBADD,CBHAH,GOLIB,RMCBO
431,旧,jiù,old,tɕjoʊ,True,TKRVV,BBADD,CBHAH,GOLIB,RMCBO
432,举行,jǔ xíng,to hold (a meeting,tɕyɕiŋ,True,TKVKVN,BBDBAE,CBFBHE,GODOLN,RMKMSP
433,句子,jù zi,sentence,tɕytsɯ,True,TKVTTV,BBDBBA,CBFCIH,GODGGB,RMKRFO
434,决定,jué dìng,to decide (to do something),tɕɥœtiŋ,True,TKRVTVN,BBDABAE,CBFACHE,GODMGLN,RMQLRSP
435,渴,kě,thirsty,kʰɤ,True,KV,EFA,EKD,EPI,EUB
436,可爱,kě ài,adorable,kʰɤaɪ,True,KVVV,EFAAA,EKDDH,EPIFB,EUBGL
437,刻,kè,quarter (hour),kʰɤ,True,KV,EFA,EKD,EPI,EUB
438,客人,kè rén,visitor,kʰɤʐən,True,KVTVN,EFABAC,EKDIAC,EPIABK,EUBHLA
439,空调,kōng tiáo,air conditioning,kʰʊŋtʰjɑʊ,True,KVNTRVV,EFDEBFAAD,EKHECKHDH,EPBNGPLFB,EUOPRUCGO
440,口,kǒu,mouth,kʰoʊ,True,KVV,EFDD,EKAH,EPIB,EUBO
441,哭,kū,to cry,kʰu,True,KV,EFD,EKF,EPD,EUK
442,裤子,kù zi,trousers,kʰutsɯ,True,KVTTV,EFDBBA,EKFCIH,EPDGGB,EUKRFO
443,筷子,kuài zi,chopsticks,kʰwaɪtsɯ,True,KRVVTTV,EFDAABBA,EKFDHCIH,EPDFBGGB,EUQGLRFO
444,蓝,lán,blue,lan,True,RVN,BAC,CDC,JFK,JGA
445,老,lǎo,old,lɑʊ,True,RVV,BAD,CDH,JFB,JGO
446,离开,lí kāi,to depart,likʰaɪ,True,RVKVV,BAEFAA,CHEKDH,JLEPFB,JSEUGL
447,礼物,lǐ wù,gift,liu,True,RVV,BAD,CHF,JLD,JSK
448,历史,lì shǐ,history,liʂɨ,True,RVTV,BABA,CHIH,JLOL,JSFS
449,脸,liǎn,face,ljɛn,True,RRVN,BAAC,CHAC,JLMK,JCLA
450,练习,liàn xí,exercise,ljɛnɕi,True,RRVNKV,BAACBA,CHACBH,JLMKOL,JCLAMS
451,辆,liàng,classifier for vehicles,ljɑŋ,True,RRVN,BAAE,CHDE,JLFN,JCGP
452,了解,liǎo jiě,to understand,ljɑʊtɕjɛ,True,RRVVTKRV,BAADBBAA,CHDHCBHA,JLFBGOLM,JCGORMCL
453,邻居,lín jū,neighbor,lintɕy,True,RVNTKV,BACBBD,CHCCBF,JLKGOD,JSARMK
454,楼,lóu,house with more than 1 story,loʊ,True,RVV,BDD,CAH,JIB,JBO
455,绿,lǜ,green,ly,True,RV,BD,CF,JD,JK
456,马,mǎ,horse,ma,True,MV,CA,GD,KF,IG
457,马上,mǎ shàng,at once,maʂɑŋ,True,MVTVN,CABAE,GDIDE,KFOFN,IGFGP
458,满意,mǎn yì,satisfied,mani,True,MVNV,CACA,GDCH,KFKL,IGAS
459,帽子,mào zi,hat,mɑʊtsɯ,True,MVVTTV,CADBBA,GDHCIH,KFBGGB,IGORFO
460,米,mǐ,rice,mi,True,MV,CA,GH,KL,IS
461,面包,miàn bāo,bread,mjɛnpɑʊ,True,MRVNPVV,CAACCAD,GHACGDH,KLMKCFB,ICLAIGO
462,面条,miàn tiáo,noodles,mjɛntʰjɑʊ,True,MRVNTRVV,CAACBFAAD,GHACCKHDH,KLMKGPLFB,ICLARUCGO
463,明白,míng bai,clear,miŋpaɪ,True,MVNPVV,CAECAA,GHEGDH,KLNCFB,ISPIGL
464,拿,ná,to hold,na,True,NV,CA,CD,KF,AG
465,奶奶,nǎi nai,(informal) grandma (paternal grandmother),naɪnaɪ,True,NVVNVV,CAACAA,CDHCDH,KFBKFB,AGLAGL
466,南,nán,south,nan,True,NVN,CAC,CDC,KFK,AGA
467,难,nán,difficult (to...),nan,True,NVN,CAC,CDC,KFK,AGA
468,难过,nán guò,to feel sad,nankwɔ,True,NVNKRV,CACEDA,CDCEFA,KFKEDI,AGAEQB
469,年级,nián jí,grade,njɛntɕi,True,NRVNTKV,CAACBBA,CHACCBH,KLMKGOL,ACLARMS
470,年轻,nián qīng,young,njɛntɕʰiŋ,True,NRVNTKVN,CAACBBFAE,CHACCBKHE,KLMKGOPLN,ACLARMUSP
471,鸟,niǎo,bird,njɑʊ,True,NRVV,CAAD,CHDH,KLFB,ACGO
472,努力,nǔ lì,great effort,nuli,True,NVRV,CDBA,CFCH,KDJL,AKJS
473,爬山,pá shān,to climb a mountain,pʰaʂan,True,PVTVN,CFABAC,GKDIDC,CPFOFK,IUGFGA
474,盘子,pán zi,tray,pʰantsɯ,True,PVNTTV,CFACBBA,GKDCCIH,CPFKGGB,IUGARFO
475,胖,pàng,fat,pʰɑŋ,True,PVN,CFAE,GKDE,CPFN,IUGP
476,啤酒,pí jiǔ,beer,pʰitɕjoʊ,True,PVTKRVV,CFABBADD,GKHCBHAH,CPLGOLIB,IUSRMCBO
477,葡萄,pú tao,grape,pʰutʰɑʊ,True,PVTVV,CFDBFAD,GKFCKDH,CPDGPFB,IUKRUGO
478,普通话,pǔ tōng huà,Mandarin (common language),pʰutʰʊŋxwa,True,PVTVNKRV,CFDBFDEEDA,GKFCKHEEFD,CPDGPBNEDF,IUKRUOPEQG
479,骑,qí,to ride (an animal or bike),tɕʰi,True,TKV,BBFA,CBKH,GOPL,RMUS
480,其实,qí shí,actually,tɕʰiʂɨ,True,TKVTV,BBFABA,CBKHIH,GOPLOL,RMUSFS
481,其他,qí tā,other,tɕʰitʰa,True,TKVTV,BBFABFA,CBKHCKD,GOPLGPF,RMUSRUG
482,奇怪,qí guài,strange,tɕʰikwaɪ,True,TKVKRVV,BBFAEDAA,CBKHEFDH,GOPLEDFB,RMUSEQGL
483,铅笔,qiān bǐ,(lead) pencil,tɕʰjɛnpi,True,TKRVNPV,BBFAACCA,CBKHACGH,GOPLMKCL,RMUCLAIS
484,清楚,qīng chu,clear,tɕʰiŋʈʂʰu,True,TKVNTTV,BBFAEBBFD,CBKHEIIKF,GOPLNGOPD,RMUSPRFUK
485,秋,qiū,a swing,tɕʰjoʊ,True,TKRVV,BBFADD,CBKHAH,GOPLIB,RMUCBO
486,裙子,qún zi,skirt,tɕʰyntsɯ,True,TKVNTTV,BBFDCBBA,CBKFCCIH,GOPDKGGB,RMUKARFO
487,然后,rán hòu,after,ʐanxoʊ,True,TVNKVV,BACEDD,IDCEAH,AFKEIB,HGAEBO
488,热情,rè qíng,cordial,ʐɤtɕʰiŋ,True,TVTKVN,BABBFAE,IDCBKHE,AIGOPLN,HBRMUSP
489,认为,rèn wéi,to believe,ʐənweɪ,True,TVNRVV,BACDAA,IACFDH,ABKDMB,HLAQLL
490,认真,rèn zhēn,conscientious,ʐənʈʂən,True,TVNTTVN,BACBBAC,IACIIAC,ABKGOBK,HLARFLA
491,容易,róng yì,easy,ʐʊŋi,True,TVNV,BDEA,IHEH,ABNL,HOPS
492,如果,rú guǒ,if,ʐukwɔ,True,TVKRV,BDEDA,IFEFA,ADEDI,HKEQB
493,伞,sǎn,umbrella,san,True,TVN,BAC,IDC,GFK,FGA
494,上网,shàng wǎng,to be on the internet,ʂɑŋwɑŋ,True,TVNRVN,BAEDAE,IDEFDE,OFNDFN,FGPQGP
495,生气,shēng qì,angry,ʂɤŋtɕʰi,True,TVNTKV,BAEBBFA,IDECBKH,OINGOPL,FBPRMUS
496,声音,shēng yīn,voice,ʂɤŋin,True,TVNVN,BAEAC,IDEHC,OINLK,FBPSA
497,使,shǐ,to make,ʂɨ,True,TV,BA,IH,OL,FS
498,世界,shì jiè,world,ʂɨtɕjɛ,True,TVTKRV,BABBAA,IHCBHA,OLGOLM,FSRMCL
499,瘦,shòu,thin,ʂoʊ,True,TVV,BDD,IAH,OIB,FBO
500,舒服,shū fu,comfortable,ʂufu,True,TVPV,BDCD,IFGF,ODCD,FKNK
501,叔叔,shū shu,father's younger brother,ʂuʂu,True,TVTV,BDBD,IFIF,ODOD,FKFK
502,树,shù,tree,ʂu,True,TV,BD,IF,OD,FK
503,数学,shù xué,mathematics,ʂuɕɥœ,True,TVKRV,BDBDA,IFBFA,ODODM,FKMQL
504,刷,shuā,to brush,ʂwa,True,TRV,BDA,IFD,ODF,FQG
505,双,shuāng,two,ʂwɑŋ,True,TRVN,BDAE,IFDE,ODFN,FQGP
506,水平,shuǐ píng,level (of achievement etc),ʂweɪpʰiŋ,True,TRVVPVN,BDAACFAE,IFDHGKHE,ODMBCPLN,FQLLIUSP
507,司机,sī jī,chauffeur,sɯtɕi,True,TVTKV,BABBA,IHCBH,GBGOL,FORMS
508,虽然,suī rán,although,sweɪʐan,True,TRVVTVN,BDAABAC,IFDHIDC,GDMBAFK,FQLLHGA
509,太阳,tài yáng,sun,tʰaɪjɑŋ,True,TVVRVN,BFAAAAE,CKDHHDE,GPFBLFN,RUGLCGP
510,糖,táng,sugar,tʰɑŋ,True,TVN,BFAE,CKDE,GPFN,RUGP
511,特别,tè bié,especially,tʰɤpjɛ,True,TVPRV,BFACAA,CKDGHA,GPICLM,RUBICL
512,疼,téng,(it) hurts,tʰɤŋ,True,TVN,BFAE,CKDE,GPIN,RUBP
